Value,Count,LC24_EVT_250,pad_5070,sections_2,EVT_NAME,EVT_PHYS,MAP_UNIT_S,MAP_UNIT_N,GAP_Sts
26412,93939.000000000000000,7292,3,169,Open Water,Open Water,M331E,Uinta Mountains,3
26413,100794.000000000000000,7107,1,169,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,M331E,Uinta Mountains,4
26414,699.000000000000000,9006,1,169,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,M331E,Uinta Mountains,4
26415,183.000000000000000,7923,3,169,Western Cool Temperate Developed Shrubland,Developed,M331E,Uinta Mountains,3
26416,160.000000000000000,7297,3,169,Developed-Medium Intensity,Developed-Medium Intensity,M331E,Uinta Mountains,3
26417,141904.000000000000000,7054,3,169,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,M331E,Uinta Mountains,3
26418,37563.000000000000000,7054,1,169,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,M331E,Uinta Mountains,4
26419,114.000000000000000,7900,3,169,Western Cool Temperate Urban Deciduous Forest,Developed,M331E,Uinta Mountains,3
26420,1116.000000000000000,7070,1,169,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland,M331E,Uinta Mountains,4
26421,1691.000000000000000,9016,1,169,Rocky Mountain Alpine Bedrock and Scree,Sparsely Vegetated,M331E,Uinta Mountains,4
26422,301.000000000000000,7144,1,169,Rocky Mountain Alpine Turf,Grassland,M331E,Uinta Mountains,4
26423,1.000000000000000,7924,4,154,Western Cool Temperate Developed Herbaceous,Developed,342G,Green River Basin,1
26424,5.000000000000000,7902,2,154,Western Cool Temperate Urban Mixed Forest,Developed,342G,Green River Basin,2
26425,16322.000000000000000,7250,3,154,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland,342G,Green River Basin,3
26426,85397.000000000000000,7016,2,154,Colorado Plateau Pinyon-Juniper Woodland,Conifer,342G,Green River Basin,2
26427,258.000000000000000,7250,2,154,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland,342G,Green River Basin,2
26428,465816.000000000000000,7080,3,169,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,M331E,Uinta Mountains,3
26429,6613.000000000000000,7250,1,154,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland,342G,Green River Basin,4
26430,130078.000000000000000,7081,3,169,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,M331E,Uinta Mountains,3
26431,4150.000000000000000,9307,3,169,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous,M331E,Uinta Mountains,3
26432,37867.000000000000000,9336,3,169,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,M331E,Uinta Mountains,3
26433,3611.000000000000000,9328,3,169,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,M331E,Uinta Mountains,3
26434,4405.000000000000000,9006,3,169,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,M331E,Uinta Mountains,3
26435,6313.000000000000000,9009,3,169,Inter-Mountain Basins Shale Badland,Sparsely Vegetated,M331E,Uinta Mountains,3
26436,1445.000000000000000,9307,1,169,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous,M331E,Uinta Mountains,4
26437,11801.000000000000000,7066,3,169,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,M331E,Uinta Mountains,3
26438,28169.000000000000000,7049,3,169,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,M331E,Uinta Mountains,3
26439,13.000000000000000,9004,3,169,Inter-Mountain Basins Active and Stabilized Dune,Sparsely Vegetated,M331E,Uinta Mountains,3
26440,63.000000000000000,7920,3,169,Western Cool Temperate Developed Deciduous Forest,Developed,M331E,Uinta Mountains,3
26441,374.000000000000000,7904,3,169,Western Cool Temperate Urban Shrubland,Developed,M331E,Uinta Mountains,3
26442,43.000000000000000,7922,3,169,Western Cool Temperate Developed Mixed Forest,Developed,M331E,Uinta Mountains,3
26443,38.000000000000000,7924,3,169,Western Cool Temperate Developed Herbaceous,Developed,M331E,Uinta Mountains,3
26444,323.000000000000000,7901,3,169,Western Cool Temperate Urban Evergreen Forest,Developed,M331E,Uinta Mountains,3
26445,56.000000000000000,7902,3,169,Western Cool Temperate Urban Mixed Forest,Developed,M331E,Uinta Mountains,3
26446,242.000000000000000,7921,3,169,Western Cool Temperate Developed Evergreen Forest,Developed,M331E,Uinta Mountains,3
26447,384.000000000000000,7968,3,154,Western Cool Temperate Wheat,Agricultural,342G,Green River Basin,3
26448,18659.000000000000000,7968,1,154,Western Cool Temperate Wheat,Agricultural,342G,Green River Basin,4
26449,1619.000000000000000,7107,1,91,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,342F,Central Basin and Hills,4
26450,1380.000000000000000,7107,3,91,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,342F,Central Basin and Hills,3
26451,288.000000000000000,7016,3,91,Colorado Plateau Pinyon-Juniper Woodland,Conifer,342F,Central Basin and Hills,3
26452,320.000000000000000,7016,1,91,Colorado Plateau Pinyon-Juniper Woodland,Conifer,342F,Central Basin and Hills,4
26453,226.000000000000000,7117,1,154,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,342G,Green River Basin,4
26454,831090.000000000000000,7126,3,164,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,M331H,North Central Highlands and Rocky Mountains,3
26455,102240.000000000000000,7086,3,164,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,M331H,North Central Highlands and Rocky Mountains,3
26456,887284.000000000000000,7126,1,164,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,M331H,North Central Highlands and Rocky Mountains,4
26457,1383813.000000000000000,7011,1,164,Rocky Mountain Aspen Forest and Woodland,Hardwood,M331H,North Central Highlands and Rocky Mountains,4
26458,42116.000000000000000,7050,1,164,Rocky Mountain Lodgepole Pine Forest,Conifer,M331H,North Central Highlands and Rocky Mountains,4
26459,186118.000000000000000,7051,1,164,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,4
26460,296701.000000000000000,7054,1,164,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,4
26461,346998.000000000000000,9828,1,164,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,M331H,North Central Highlands and Rocky Mountains,4
26462,177330.000000000000000,7146,1,164,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,M331H,North Central Highlands and Rocky Mountains,4
26463,141980.000000000000000,7086,1,164,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,M331H,North Central Highlands and Rocky Mountains,4
26464,272.000000000000000,7117,3,154,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,342G,Green River Basin,3
26465,937.000000000000000,7057,1,164,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,4
26466,2030711.000000000000000,7107,1,164,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,M331H,North Central Highlands and Rocky Mountains,4
26467,71512.000000000000000,7145,1,164,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,M331H,North Central Highlands and Rocky Mountains,4
26468,62950.000000000000000,7107,1,154,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,342G,Green River Basin,4
26469,1021205.000000000000000,7016,1,164,Colorado Plateau Pinyon-Juniper Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,4
26470,3650025.000000000000000,7011,3,164,Rocky Mountain Aspen Forest and Woodland,Hardwood,M331H,North Central Highlands and Rocky Mountains,3
26471,253942.000000000000000,7050,3,164,Rocky Mountain Lodgepole Pine Forest,Conifer,M331H,North Central Highlands and Rocky Mountains,3
26472,6022.000000000000000,7117,3,164,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,M331H,North Central Highlands and Rocky Mountains,3
26473,1667845.000000000000000,7107,3,164,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,M331H,North Central Highlands and Rocky Mountains,3
26474,3498.000000000000000,7117,1,164,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,M331H,North Central Highlands and Rocky Mountains,4
26475,45929.000000000000000,7107,3,154,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,342G,Green River Basin,3
26476,892.000000000000000,7072,3,164,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Shrubland,M331H,North Central Highlands and Rocky Mountains,3
26477,916.000000000000000,7062,3,164,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,3
26478,25993.000000000000000,7135,3,164,Inter-Mountain Basins Semi-Desert Grassland,Grassland,M331H,North Central Highlands and Rocky Mountains,3
26479,341170.000000000000000,7146,3,164,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,M331H,North Central Highlands and Rocky Mountains,3
26480,464723.000000000000000,7054,3,164,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,3
26481,119643.000000000000000,9022,3,164,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian,M331H,North Central Highlands and Rocky Mountains,3
26482,663.000000000000000,7072,1,164,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Shrubland,M331H,North Central Highlands and Rocky Mountains,4
26483,1600.000000000000000,7062,1,164,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,4
26484,55113.000000000000000,7127,3,164,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,M331H,North Central Highlands and Rocky Mountains,3
26485,53395.000000000000000,7135,1,164,Inter-Mountain Basins Semi-Desert Grassland,Grassland,M331H,North Central Highlands and Rocky Mountains,4
26486,357393.000000000000000,7145,3,164,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,M331H,North Central Highlands and Rocky Mountains,3
26487,12042.000000000000000,7125,1,164,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M331H,North Central Highlands and Rocky Mountains,4
26488,62716.000000000000000,9328,3,164,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,M331H,North Central Highlands and Rocky Mountains,3
26489,5380.000000000000000,7066,1,164,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,M331H,North Central Highlands and Rocky Mountains,4
26490,86097.000000000000000,9336,1,164,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,M331H,North Central Highlands and Rocky Mountains,4
26491,87139.000000000000000,7127,1,164,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,M331H,North Central Highlands and Rocky Mountains,4
26492,31351.000000000000000,9011,1,164,North American Arid West Emergent Marsh,Riparian,M331H,North Central Highlands and Rocky Mountains,4
26493,123892.000000000000000,9019,1,164,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Riparian,M331H,North Central Highlands and Rocky Mountains,4
26494,124164.000000000000000,9519,1,164,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian,M331H,North Central Highlands and Rocky Mountains,4
26495,1474.000000000000000,7049,1,164,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,4
26496,16526.000000000000000,9022,1,164,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian,M331H,North Central Highlands and Rocky Mountains,4
26497,1434.000000000000000,7049,3,164,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,3
26498,6681.000000000000000,7125,3,164,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M331H,North Central Highlands and Rocky Mountains,3
26499,2105.000000000000000,7066,3,164,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,M331H,North Central Highlands and Rocky Mountains,3
26500,20491.000000000000000,9336,3,164,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,M331H,North Central Highlands and Rocky Mountains,3
26501,2206.000000000000000,9006,3,164,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,M331H,North Central Highlands and Rocky Mountains,3
26502,375.000000000000000,9307,3,164,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous,M331H,North Central Highlands and Rocky Mountains,3
26503,1611922.000000000000000,7016,3,164,Colorado Plateau Pinyon-Juniper Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,3
26504,359518.000000000000000,7080,3,164,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,M331H,North Central Highlands and Rocky Mountains,3
26505,535241.000000000000000,7051,3,164,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,3
26506,4286.000000000000000,7920,1,164,Western Cool Temperate Developed Deciduous Forest,Developed,M331H,North Central Highlands and Rocky Mountains,4
26507,19813.000000000000000,7904,1,164,Western Cool Temperate Urban Shrubland,Developed,M331H,North Central Highlands and Rocky Mountains,4
26508,114820.000000000000000,9309,1,164,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,M331H,North Central Highlands and Rocky Mountains,4
26509,97711.000000000000000,9828,3,164,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,M331H,North Central Highlands and Rocky Mountains,3
26510,26487.000000000000000,9309,3,164,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,M331H,North Central Highlands and Rocky Mountains,3
26511,232856.000000000000000,7967,1,164,Western Cool Temperate Pasture and Hayland,Agricultural,M331H,North Central Highlands and Rocky Mountains,4
26512,594357.000000000000000,7080,1,164,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,M331H,North Central Highlands and Rocky Mountains,4
26513,3503.000000000000000,9307,1,164,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous,M331H,North Central Highlands and Rocky Mountains,4
26514,33731.000000000000000,9021,3,164,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian,M331H,North Central Highlands and Rocky Mountains,3
26515,60111.000000000000000,9019,3,164,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Riparian,M331H,North Central Highlands and Rocky Mountains,3
26516,38630.000000000000000,9519,3,164,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian,M331H,North Central Highlands and Rocky Mountains,3
26517,1154.000000000000000,9011,3,164,North American Arid West Emergent Marsh,Riparian,M331H,North Central Highlands and Rocky Mountains,3
26518,54975.000000000000000,9017,1,164,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,M331H,North Central Highlands and Rocky Mountains,4
26519,12034.000000000000000,7153,1,164,Inter-Mountain Basins Greasewood Flat,Shrubland,M331H,North Central Highlands and Rocky Mountains,4
26520,61966.000000000000000,9017,3,164,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,M331H,North Central Highlands and Rocky Mountains,3
26521,47511.000000000000000,7052,1,164,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,4
26522,1241.000000000000000,9829,3,164,Western North American Ruderal Wet Meadow & Marsh,Riparian,M331H,North Central Highlands and Rocky Mountains,3
26523,17251.000000000000000,9829,1,164,Western North American Ruderal Wet Meadow & Marsh,Riparian,M331H,North Central Highlands and Rocky Mountains,4
26524,13041.000000000000000,7107,2,154,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,342G,Green River Basin,2
26525,9280.000000000000000,7061,1,164,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood,M331H,North Central Highlands and Rocky Mountains,4
26526,185.000000000000000,7117,2,154,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,342G,Green River Basin,2
26527,32603.000000000000000,7054,2,164,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,2
26528,108562.000000000000000,7011,2,164,Rocky Mountain Aspen Forest and Woodland,Hardwood,M331H,North Central Highlands and Rocky Mountains,2
26529,103495.000000000000000,7126,2,164,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,M331H,North Central Highlands and Rocky Mountains,2
26530,17459.000000000000000,7146,2,164,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,M331H,North Central Highlands and Rocky Mountains,2
26531,87826.000000000000000,7016,2,164,Colorado Plateau Pinyon-Juniper Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,2
26532,153458.000000000000000,7052,3,164,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,3
26533,18555.000000000000000,7051,2,164,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,2
26534,8316.000000000000000,7967,3,164,Western Cool Temperate Pasture and Hayland,Agricultural,M331H,North Central Highlands and Rocky Mountains,3
26535,150639.000000000000000,9018,3,164,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated,M331H,North Central Highlands and Rocky Mountains,3
26536,61471.000000000000000,7061,3,164,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood,M331H,North Central Highlands and Rocky Mountains,3
26537,7645.000000000000000,7056,3,164,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,3
26538,642.000000000000000,7153,3,164,Inter-Mountain Basins Greasewood Flat,Shrubland,M331H,North Central Highlands and Rocky Mountains,3
26539,2887824.000000000000000,7055,3,164,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,3
26540,225828.000000000000000,7965,1,164,Western Cool Temperate Close Grown Crop,Agricultural,M331H,North Central Highlands and Rocky Mountains,4
26541,14164.000000000000000,7923,1,164,Western Cool Temperate Developed Shrubland,Developed,M331H,North Central Highlands and Rocky Mountains,4
26542,22212.000000000000000,7903,1,164,Western Cool Temperate Urban Herbaceous,Developed,M331H,North Central Highlands and Rocky Mountains,4
26543,45453.000000000000000,7296,1,164,Developed-Low Intensity,Developed-Low Intensity,M331H,North Central Highlands and Rocky Mountains,4
26544,25782.000000000000000,7057,3,164,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,3
26545,88.000000000000000,7057,2,164,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,2
26546,5155.000000000000000,7127,2,164,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,M331H,North Central Highlands and Rocky Mountains,2
26547,541.000000000000000,7117,2,164,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,M331H,North Central Highlands and Rocky Mountains,2
26548,199.000000000000000,7125,2,164,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M331H,North Central Highlands and Rocky Mountains,2
26549,6868.000000000000000,7050,2,164,Rocky Mountain Lodgepole Pine Forest,Conifer,M331H,North Central Highlands and Rocky Mountains,2
26550,28394.000000000000000,7055,2,164,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,2
26551,153603.000000000000000,7107,2,164,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,M331H,North Central Highlands and Rocky Mountains,2
26552,9139.000000000000000,7145,2,164,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,M331H,North Central Highlands and Rocky Mountains,2
26553,61.000000000000000,7052,2,154,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,342G,Green River Basin,2
26554,68654.000000000000000,7292,1,164,Open Water,Open Water,M331H,North Central Highlands and Rocky Mountains,4
26555,25109.000000000000000,9021,1,164,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian,M331H,North Central Highlands and Rocky Mountains,4
26556,12654.000000000000000,7086,2,164,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,M331H,North Central Highlands and Rocky Mountains,2
26557,125095.000000000000000,9328,1,164,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,M331H,North Central Highlands and Rocky Mountains,4
26558,8039.000000000000000,7900,1,164,Western Cool Temperate Urban Deciduous Forest,Developed,M331H,North Central Highlands and Rocky Mountains,4
26559,10042.000000000000000,7924,1,164,Western Cool Temperate Developed Herbaceous,Developed,M331H,North Central Highlands and Rocky Mountains,4
26560,11705.000000000000000,7901,1,164,Western Cool Temperate Urban Evergreen Forest,Developed,M331H,North Central Highlands and Rocky Mountains,4
26561,10011.000000000000000,7921,1,164,Western Cool Temperate Developed Evergreen Forest,Developed,M331H,North Central Highlands and Rocky Mountains,4
26562,21498.000000000000000,9018,1,164,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated,M331H,North Central Highlands and Rocky Mountains,4
26563,166765.000000000000000,7055,1,164,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,M331H,North Central Highlands and Rocky Mountains,4
26564,193534.000000000000000,7299,1,164,Developed-Roads,Developed-Roads,M331H,North Central Highlands and Rocky Mountains,4
26565,37914.000000000000000,7299,3,164,Developed-Roads,Developed-Roads,M331H,North Central Highlands and Rocky Mountains,3
26566,51731.000000000000000,7292,3,164,Open Water,Open Water,M331H,North Central Highlands and Rocky Mountains,3
26567,388319.000000000000000,7107,1,174,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,M331I,Northern Parks and Ranges,4
26568,394652.000000000000000,7107,3,174,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,M331I,Northern Parks and Ranges,3
26569,29307.000000000000000,7016,1,174,Colorado Plateau Pinyon-Juniper Woodland,Conifer,M331I,Northern Parks and Ranges,4
26570,24638.000000000000000,7016,3,174,Colorado Plateau Pinyon-Juniper Woodland,Conifer,M331I,Northern Parks and Ranges,3
26571,1724.000000000000000,9001,2,154,Colorado Plateau Mixed Bedrock Canyon and Tableland,Sparsely Vegetated,342G,Green River Basin,2
26572,3957.000000000000000,7127,2,174,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,M331I,Northern Parks and Ranges,2
26573,2073.000000000000000,9011,2,174,North American Arid West Emergent Marsh,Riparian,M331I,Northern Parks and Ranges,2
26574,17.000000000000000,7066,2,174,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,M331I,Northern Parks and Ranges,2
26575,397.000000000000000,7153,2,174,Inter-Mountain Basins Greasewood Flat,Shrubland,M331I,Northern Parks and Ranges,2
26576,1650.000000000000000,7062,2,174,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer,M331I,Northern Parks and Ranges,2
26577,179.000000000000000,7920,2,174,Western Cool Temperate Developed Deciduous Forest,Developed,M331I,Northern Parks and Ranges,2
26578,439.000000000000000,7924,2,174,Western Cool Temperate Developed Herbaceous,Developed,M331I,Northern Parks and Ranges,2
26579,217.000000000000000,7297,2,174,Developed-Medium Intensity,Developed-Medium Intensity,M331I,Northern Parks and Ranges,2
26580,102.000000000000000,9308,3,174,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous,M331I,Northern Parks and Ranges,3
26581,1.000000000000000,7056,2,91,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,342F,Central Basin and Hills,2
26582,2083.000000000000000,9308,1,174,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous,M331I,Northern Parks and Ranges,4
26583,7022.000000000000000,7057,2,174,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,M331I,Northern Parks and Ranges,2
26584,299.000000000000000,7903,2,174,Western Cool Temperate Urban Herbaceous,Developed,M331I,Northern Parks and Ranges,2
26585,15635.000000000000000,7292,2,174,Open Water,Open Water,M331I,Northern Parks and Ranges,2
26586,682851.000000000000000,9016,3,174,Rocky Mountain Alpine Bedrock and Scree,Sparsely Vegetated,M331I,Northern Parks and Ranges,3
26587,12248.000000000000000,7299,2,174,Developed-Roads,Developed-Roads,M331I,Northern Parks and Ranges,2
26588,55236.000000000000000,7967,2,174,Western Cool Temperate Pasture and Hayland,Agricultural,M331I,Northern Parks and Ranges,2
26589,1185.000000000000000,9001,1,174,Colorado Plateau Mixed Bedrock Canyon and Tableland,Sparsely Vegetated,M331I,Northern Parks and Ranges,4
26590,277.000000000000000,9329,2,174,Western North American Ruderal Wet Shrubland,Riparian,M331I,Northern Parks and Ranges,2
26591,237.000000000000000,7207,1,174,Central Mixedgrass Prairie Shrubland,Shrubland,M331I,Northern Parks and Ranges,4
26592,12.000000000000000,7094,1,174,Western Great Plains Sandhill Steppe,Shrubland,M331I,Northern Parks and Ranges,4
26593,597.000000000000000,9024,2,174,Western Great Plains Cliff and Outcrop,Sparsely Vegetated,M331I,Northern Parks and Ranges,2
26594,3.000000000000000,9006,2,174,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,M331I,Northern Parks and Ranges,2
26595,9.000000000000000,9308,2,174,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous,M331I,Northern Parks and Ranges,2
26596,4.000000000000000,9008,1,174,Inter-Mountain Basins Playa,Sparsely Vegetated,M331I,Northern Parks and Ranges,4
26597,67.000000000000000,9307,2,174,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous,M331I,Northern Parks and Ranges,2
26598,75.000000000000000,9309,3,159,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,331F,Western Great Plains,3
26599,379.000000000000000,7923,2,174,Western Cool Temperate Developed Shrubland,Developed,M331I,Northern Parks and Ranges,2
26600,5.000000000000000,9009,2,174,Inter-Mountain Basins Shale Badland,Sparsely Vegetated,M331I,Northern Parks and Ranges,2
26601,384.000000000000000,7904,2,174,Western Cool Temperate Urban Shrubland,Developed,M331I,Northern Parks and Ranges,2
26602,1378.000000000000000,7965,2,174,Western Cool Temperate Close Grown Crop,Agricultural,M331I,Northern Parks and Ranges,2
26603,54.000000000000000,9528,1,174,Western Great Plains Riparian Shrubland,Riparian,M331I,Northern Parks and Ranges,4
26604,7122.000000000000000,7149,3,174,Western Great Plains Shortgrass Prairie,Grassland,M331I,Northern Parks and Ranges,3
26605,113.000000000000000,7135,1,159,Inter-Mountain Basins Semi-Desert Grassland,Grassland,331F,Western Great Plains,4
26606,17971.000000000000000,7146,1,159,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,331F,Western Great Plains,4
26607,19.000000000000000,7135,3,159,Inter-Mountain Basins Semi-Desert Grassland,Grassland,331F,Western Great Plains,3
26608,79.000000000000000,9529,3,174,Western Great Plains Riparian Herbaceous,Riparian,M331I,Northern Parks and Ranges,3
26609,29.000000000000000,9028,3,174,Western Great Plains Riparian Woodland,Riparian,M331I,Northern Parks and Ranges,3
26610,9.000000000000000,9528,3,174,Western Great Plains Riparian Shrubland,Riparian,M331I,Northern Parks and Ranges,3
26611,13.000000000000000,7207,3,174,Central Mixedgrass Prairie Shrubland,Shrubland,M331I,Northern Parks and Ranges,3
26612,5113.000000000000000,7132,3,174,Central Mixedgrass Prairie Grassland,Grassland,M331I,Northern Parks and Ranges,3
26613,50857.000000000000000,7132,1,174,Central Mixedgrass Prairie Grassland,Grassland,M331I,Northern Parks and Ranges,4
26614,77.000000000000000,7086,2,159,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,331F,Western Great Plains,2
