transition,model_code,annual_probability, return_interval ,bps_name
Native Grazing,11200_1_2_7,0.0107264,93,Willamette Valley Upland Prairie and Savanna
Native Grazing,11230_10_18,0.0161758,62,Columbia Plateau Steppe and Grassland
Native Grazing,11240_1_7_8_9,0.0146128,68,Columbia Plateau Low Sagebrush Steppe
Native Grazing,11250_1_7_8_9_10_19,0.0161146,62,Inter-Mountain Basins Big Sagebrush Steppe
Native Grazing,11250_20_29_30_31_33,0.1005586,10,Inter-Mountain Basins Big Sagebrush Steppe
Native Grazing,11260_20_29_33,0.0020144,496,Inter-Mountain Basins Montane Sagebrush Steppe
Native Grazing,11260_21,0.0020274,493,Inter-Mountain Basins Montane Sagebrush Steppe
Native Grazing,11260_22,0.0009984,1002,Inter-Mountain Basins Montane Sagebrush Steppe
Native Grazing,11280_2_3_4,0.0012264,815,Northern California Coastal Scrub
Native Grazing,11310_2_3_4,0.0640184,16,California Northern Coastal Grassland
Native Grazing,11320_31_38,0.3111476,3,Central Mixedgrass Prairie
Native Grazing,11320_32_34_35,0.0755374,13,Central Mixedgrass Prairie
Native Grazing,11320_33,0.6450226,2,Central Mixedgrass Prairie
Native Grazing,11350_15_28,0.0002096,4771,Inter-Mountain Basins Semi-Desert Grassland
Native Grazing,11350_16_23_24,0.0002182,4583,Inter-Mountain Basins Semi-Desert Grassland
Native Grazing,11350_22,0.0002038,4907,Inter-Mountain Basins Semi-Desert Grassland
Native Grazing,11350_25,0.0001828,5470,Inter-Mountain Basins Semi-Desert Grassland
Native Grazing,11390_20,0.1995492,5,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Native Grazing,11390_22,0.101711,10,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Native Grazing,11390_29,0.2011382,5,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Native Grazing,11410_20,0.1671812,6,Northwestern Great Plains Mixedgrass Prairie
Native Grazing,11410_29_30,0.1729468,6,Northwestern Great Plains Mixedgrass Prairie
Native Grazing,11410_31,0.2880118,3,Northwestern Great Plains Mixedgrass Prairie
Native Grazing,11410_39,0.2883784,3,Northwestern Great Plains Mixedgrass Prairie
Native Grazing,11410_40,0.2951052,3,Northwestern Great Plains Mixedgrass Prairie
Native Grazing,11470_27_33,0.6219436,2,Western Great Plains Foothill and Piedmont Grassland
Native Grazing,11480_20_29_30,0.1438714,7,Western Great Plains Sand Prairie
Native Grazing,11480_31_38,0.1173352,9,Western Great Plains Sand Prairie
Native Grazing,11480_32,0.194837,5,Western Great Plains Sand Prairie
Native Grazing,11480_34_35,0.252621,4,Western Great Plains Sand Prairie
Native Grazing,11490_25,0.0407012,25,Western Great Plains Shortgrass Prairie
Native Grazing,11490_26,0.185229,5,Western Great Plains Shortgrass Prairie
Native Grazing,11490_27_38,0.5193462,2,Western Great Plains Shortgrass Prairie
Native Grazing,11490_29,0.5645148,2,Western Great Plains Shortgrass Prairie
Native Grazing,11490_31_33,0.554626,2,Western Great Plains Shortgrass Prairie
Native Grazing,11490_34_35,0.287491,3,Western Great Plains Shortgrass Prairie
Native Grazing,11500_31_39_40,0.371051,3,Western Great Plains Tallgrass Prairie
Native Grazing,11500_38,0.4742466,2,Western Great Plains Tallgrass Prairie
Native Grazing,11600_20_29,0.000536,1866,Rocky Mountain Subalpine/Upper Montane Riparian Systems
Native Grazing,11600_21,0.0000472,21186,Rocky Mountain Subalpine/Upper Montane Riparian Systems
Native Grazing,11620_27_33,0.0397508,25,Western Great Plains Floodplain Systems
Native Grazing,11620_34,0.0440344,23,Western Great Plains Floodplain Systems
Native Grazing,11780_1_2_7,0.0001028,9728,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest
Native Grazing,13050_47_48,0.0673148,15,Southern Interior Low Plateau Dry-Mesic Oak Forest
Native Grazing,13050_53,0.0797244,13,Southern Interior Low Plateau Dry-Mesic Oak Forest
Native Grazing,13100_38_42_43,0.0014228,703,North-Central Interior Dry-Mesic Oak Forest and Woodland
Native Grazing,13100_39,0.0015678,638,North-Central Interior Dry-Mesic Oak Forest and Woodland
Native Grazing,13100_41_62,0.0021416,467,North-Central Interior Dry-Mesic Oak Forest and Woodland
Native Grazing,13100_44_50,0.0014376,696,North-Central Interior Dry-Mesic Oak Forest and Woodland
Native Grazing,13100_47,0.003583,279,North-Central Interior Dry-Mesic Oak Forest and Woodland
Native Grazing,13100_49,0.001616,619,North-Central Interior Dry-Mesic Oak Forest and Woodland
Native Grazing,13100_51,0.0036416,275,North-Central Interior Dry-Mesic Oak Forest and Woodland
Native Grazing,13100_52,0.001642,609,North-Central Interior Dry-Mesic Oak Forest and Woodland
Native Grazing,13110_39,0.0084148,119,North-Central Interior Dry Oak Forest and Woodland
Native Grazing,13110_42_43,0.0061852,162,North-Central Interior Dry Oak Forest and Woodland
Native Grazing,13110_44,0.0065194,153,North-Central Interior Dry Oak Forest and Woodland
Native Grazing,13110_49,0.004795,209,North-Central Interior Dry Oak Forest and Woodland
Native Grazing,13110_50,0.0064382,155,North-Central Interior Dry Oak Forest and Woodland
Native Grazing,13110_51,0.0061832,162,North-Central Interior Dry Oak Forest and Woodland
Native Grazing,13110_52,0.0048074,208,North-Central Interior Dry Oak Forest and Woodland
Native Grazing,13120_44,0.0816056,12,Ouachita Montane Oak Forest
Native Grazing,13310_39_40_41,0.0308634,32,Eastern Great Plains Tallgrass Aspen Parkland
Native Grazing,13390_36_37_98,0.0068032,147,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland
Native Grazing,13420_59,0.0042622,235,Piedmont Hardpan Woodland and Forest
Native Grazing,13630_47_53,0.0748418,13,Central Interior Highlands Dry Acidic Glade and Barrens
Native Grazing,13640_32_44_49,0.080619,12,Ozark-Ouachita Dry Oak Woodland
Native Grazing,13680_46_48_54_57_59_60_61,0.0038542,259,Southern Piedmont Dry Oak(-Pine) Forest
Native Grazing,13830_32_35_36,0.085427,12,Edwards Plateau Limestone Savanna and Woodland
Native Grazing,13850_20,0.0504294,20,Western Great Plains Wooded Draw and Ravine
Native Grazing,13850_29_30,0.0413044,24,Western Great Plains Wooded Draw and Ravine
Native Grazing,13850_31_39_40_42,0.1577748,6,Western Great Plains Wooded Draw and Ravine
Native Grazing,13940_39_40_41,0.000983,1017,North-Central Interior Oak Savanna
Native Grazing,13940_42,0.000969,1032,North-Central Interior Oak Savanna
Native Grazing,13940_44_49,0.0009966,1003,North-Central Interior Oak Savanna
Native Grazing,13940_50_51,0.001063,941,North-Central Interior Oak Savanna
Native Grazing,13940_52,0.0009884,1012,North-Central Interior Oak Savanna
Native Grazing,13950_41_42_43_49_52,0.0009956,1004,North-Central Oak Barrens
Native Grazing,13950_50,0.0010886,919,North-Central Oak Barrens
Native Grazing,13950_51,0.0011038,906,North-Central Oak Barrens
Native Grazing,13970_48,0.1096756,9,Nashville Basin Limestone Glade and Woodland
Native Grazing,14010_43_44_47_48_53,0.0504004,20,Central Interior Highlands Calcareous Glade and Barrens
Native Grazing,14010_49,0.0502854,20,Central Interior Highlands Calcareous Glade and Barrens
Native Grazing,14080_48,0.049984,20,Alabama Ketona Glade and Woodland
Native Grazing,14090_50_64,0.0039898,251,Great Lakes Alvar
Native Grazing,14130_47,0.055763,18,Bluegrass Savanna and Woodland
Native Grazing,14140_57,0.0049166,203,Southern Appalachian Grass and Shrub Bald
Native Grazing,14180_47,0.0792892,13,Pennyroyal Karst Plain Prairie and Barrens
Native Grazing,14200_39_40_42,0.284174,4,Northern Tallgrass Prairie
Native Grazing,14220_32_35_36_37,0.1357088,7,Southern Blackland Tallgrass Prairie
Native Grazing,14290_37_45,0.0827182,12,West Gulf Coastal Plain Southern Calcareous Prairie
Native Grazing,14340_37_98,0.2459882,4,Texas-Louisiana Coastal Prairie
Native Grazing,14420_36,0.0095284,105,South Texas Sand Sheet Grassland
Native Grazing,14820_30,0.1665984,6,Great Plains Prairie Pothole
Native Grazing,14820_39_40,0.1583818,6,Great Plains Prairie Pothole
Native Grazing,14900_36,0.0080342,124,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
Native Grazing,14950_20,0.1673696,6,Western Great Plains Depressional Wetland Systems
Native Grazing,14950_27_33,0.179099,6,Western Great Plains Depressional Wetland Systems
Native Grazing,14950_30,0.1698554,6,Western Great Plains Depressional Wetland Systems
Native Grazing,14950_31_39_40,0.1519744,7,Western Great Plains Depressional Wetland Systems
Native Grazing,14950_38,0.1522246,7,Western Great Plains Depressional Wetland Systems
Native Grazing,15170_42_49_50,0.0003062,3266,Paleozoic Plateau Bluff and Talus
Replacement Fire,10080_1_2_3_7,0.0034672,288,North Pacific Oak Woodland
Replacement Fire,10090_19,0.0120202,83,Northwestern Great Plains Aspen Forest and Parkland
Replacement Fire,10110_15,0.0069428,144,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_16_23_24,0.017222,58,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_20_29,0.008136,123,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_21,0.0090334,111,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_22,0.0060602,165,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_27,0.0069578,144,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_28,0.006762,148,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_6_10_12_17_18_19,0.0144992,69,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_7,0.0080058,125,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10110_9,0.0166612,60,Rocky Mountain Aspen Forest and Woodland
Replacement Fire,10120_16_27,0.0074534,134,Rocky Mountain Bigtooth Maple Ravine Woodland
Replacement Fire,10120_17_18_21,0.0074688,134,Rocky Mountain Bigtooth Maple Ravine Woodland
Replacement Fire,10130_31_38_39_40,0.0033938,295,Western Great Plains Dry Bur Oak Forest and Woodland
Replacement Fire,10140_4_5,0.0030384,329,Central and Southern California Mixed Evergreen Woodland
Replacement Fire,10150_2_3_4,0.0024466,409,California Coastal Redwood Forest
Replacement Fire,10160_13_14,0.0022108,452,Colorado Plateau Pinyon-Juniper Woodland
Replacement Fire,10160_15_28,0.0023524,425,Colorado Plateau Pinyon-Juniper Woodland
Replacement Fire,10160_16_23_24_25,0.0023032,434,Colorado Plateau Pinyon-Juniper Woodland
Replacement Fire,10160_17,0.0022908,437,Colorado Plateau Pinyon-Juniper Woodland
Replacement Fire,10160_22,0.0021676,461,Colorado Plateau Pinyon-Juniper Woodland
Replacement Fire,10170_6_7_8_9_12_18,0.002253,444,Columbia Plateau Western Juniper Woodland and Savanna
Replacement Fire,10180_1_7,0.003913,256,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland
Replacement Fire,10190_13_14,0.0020902,478,Great Basin Pinyon-Juniper Woodland
Replacement Fire,10190_15,0.0021042,475,Great Basin Pinyon-Juniper Woodland
Replacement Fire,10190_4,0.0015698,637,Great Basin Pinyon-Juniper Woodland
Replacement Fire,10190_6_7_9_12_16_17_18_19,0.0011386,878,Great Basin Pinyon-Juniper Woodland
Replacement Fire,10200_13,0.00098,1020,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland
Replacement Fire,10200_6_9_12_17,0.0020382,491,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland
Replacement Fire,10210_2_3_6_7,0.0043664,229,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
Replacement Fire,10220_2_3_6_7,0.0043418,230,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
Replacement Fire,10230_14_15_24_25,0.0079334,126,Madrean Encinal
Replacement Fire,10240_14_15_24,0.0078772,127,Madrean Lower Montane Pine-Oak Forest and Woodland
Replacement Fire,10240_25_27,0.016468,61,Madrean Lower Montane Pine-Oak Forest and Woodland
Replacement Fire,10240_26,0.06243,16,Madrean Lower Montane Pine-Oak Forest and Woodland
Replacement Fire,10250_14_15_24_25_26,0.007462,134,Madrean Pinyon-Juniper Woodland
Replacement Fire,10260_15,0.0032068,312,Madrean Upper Montane Conifer-Oak Forest and Woodland
Replacement Fire,10270_2_3_7,0.003008,332,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
Replacement Fire,10270_4_5_6,0.006754,148,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
Replacement Fire,10280_2_3,0.0040804,245,Mediterranean California Mesic Mixed Conifer Forest and Woodland
Replacement Fire,10280_4_6_7_12,0.0068814,145,Mediterranean California Mesic Mixed Conifer Forest and Woodland
Replacement Fire,10290_2_3_4_5_6_7_12,0.0034406,291,Mediterranean California Mixed Oak Woodland
Replacement Fire,10300_2_3_4_5_6_7,0.0056492,177,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
Replacement Fire,10310_2_3_4_5_6_12,0.0061636,162,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
Replacement Fire,10310_7,0.0049738,201,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
Replacement Fire,10320_2_3_7,0.0054284,184,Mediterranean California Red Fir Forest
Replacement Fire,10321_6,0.0066932,149,Mediterranean California Red Fir Forest - Cascades
Replacement Fire,10322_6,0.0033766,296,Mediterranean California Red Fir Forest - Southern Sierra
Replacement Fire,10330_12,0.0029474,339,Mediterranean California Subalpine Woodland
Replacement Fire,10330_3_6_7,0.0021108,474,Mediterranean California Subalpine Woodland
Replacement Fire,10340_4_6_7,0.0054542,183,Mediterranean California Mesic Serpentine Woodland and Chaparral
Replacement Fire,10350_1_2_7,0.002638,379,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
Replacement Fire,10360_1_2,0.0015232,657,North Pacific Hypermaritime Sitka Spruce Forest
Replacement Fire,10370_1_2_7,0.0029984,334,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest
Replacement Fire,10380_1_7,0.0001998,5005,North Pacific Maritime Mesic Subalpine Parkland
Replacement Fire,10390_1_2_3_7,0.00254,394,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest
Replacement Fire,10411_1_7,0.0000896,11161,North Pacific Mountain Hemlock Forest - Wet
Replacement Fire,10412_1_7,0.0033944,295,North Pacific Mountain Hemlock Forest - Xeric
Replacement Fire,10420_1_7,0.0002686,3723,North Pacific Mesic Western Hemlock-Silver Fir Forest
Replacement Fire,10430_5,0.003199,313,Mediterranean California Mixed Evergreen Forest
Replacement Fire,10431_2_3_6_7,0.0059306,169,Mediterranean California Mixed Evergreen Forest - Interior
Replacement Fire,10432_2_3,0.0045818,218,Mediterranean California Mixed Evergreen Forest - Coastal
Replacement Fire,10440_3_6_7,0.0019628,509,Northern California Mesic Subalpine Woodland
Replacement Fire,10450_1_7_8_9,0.005443,184,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
Replacement Fire,10450_21,0.0128676,78,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
Replacement Fire,10451_10_19,0.0068158,147,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir
Replacement Fire,10451_20,0.0062286,161,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir
Replacement Fire,10452_10_19,0.0050812,197,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Larch
Replacement Fire,10453_10_19,0.0045906,218,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Grand Fir
Replacement Fire,10454_20,0.0068698,146,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Lodgepole Pine
Replacement Fire,10460_1_7_9,0.0029632,337,Northern Rocky Mountain Subalpine Woodland and Parkland
Replacement Fire,10460_10_19_20,0.002498,400,Northern Rocky Mountain Subalpine Woodland and Parkland
Replacement Fire,10460_18,0.0044898,223,Northern Rocky Mountain Subalpine Woodland and Parkland
Replacement Fire,10460_21,0.0019936,502,Northern Rocky Mountain Subalpine Woodland and Parkland
Replacement Fire,10470_10_19,0.0053246,188,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest
Replacement Fire,10470_8_9,0.0049656,201,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest
Replacement Fire,10472_10_19,0.0027258,367,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest - Cedar Groves
Replacement Fire,10480_29,0.0037126,269,Northwestern Great Plains Highland White Spruce Woodland
Replacement Fire,10490_16_22,0.004791,209,Rocky Mountain Foothill Limber Pine-Juniper Woodland
Replacement Fire,10490_19_20_21_23_28_29,0.0025256,396,Rocky Mountain Foothill Limber Pine-Juniper Woodland
Replacement Fire,10500_16_23_28,0.0065436,153,Rocky Mountain Lodgepole Pine Forest
Replacement Fire,10500_18,0.0066302,151,Rocky Mountain Lodgepole Pine Forest
Replacement Fire,10500_22,0.005998,167,Rocky Mountain Lodgepole Pine Forest
Replacement Fire,10510_15_16_17_22_23_24_25,0.0107956,93,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10510_18_21,0.010927,92,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10510_27,0.0035762,280,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10510_28,0.0030824,324,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10510_29,0.010743,93,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10510_6,0.0109838,91,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_12,0.0054582,183,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_13,0.004608,217,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_15,0.0053154,188,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_16_23_24,0.005481,182,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_17,0.0053634,186,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_18,0.0053924,185,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_21,0.005347,187,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_25,0.0054778,183,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_27,0.003974,252,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10520_28,0.005033,199,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Replacement Fire,10530_10_19,0.0028676,349,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
Replacement Fire,10531_1_7_8_9,0.0037912,264,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
Replacement Fire,10532_7_9,0.0039524,253,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
Replacement Fire,10540_13_14,0.0040366,248,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_15_25,0.0025054,399,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_16_23_24,0.0035864,279,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_17,0.0039398,254,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_20,0.0042598,235,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_22,0.0060104,166,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_26,0.0132328,76,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_28,0.0020066,498,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_29,0.0033128,302,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10540_33,0.0019706,507,Southern Rocky Mountain Ponderosa Pine Woodland
Replacement Fire,10541_27,0.002919,343,Southern Rocky Mountain Ponderosa Pine Woodland - South
Replacement Fire,10542_27,0.00194,515,Southern Rocky Mountain Ponderosa Pine Woodland - North
